marques,modele,typ._mines,cnit,carb,cv,puiss.,bv,urbain,ex.urb,mixte,co2
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EU698,3BGSTAWXX01SGFM51W052SO0GE,GO,7,96.0,M 5,7.7,4.5,5.7,152
BMW,320d TOURING,MBM5624C0658,346LAP7101,GO,8,110.0,M 5,7.8,4.5,5.7,153
BMW,320d TOURING BVA,MBM5524CS660,346LAP7103,GO,8,97.0,M 5,7.8,4.5,5.7,153
AUDI,A61.9TDI (130ch),MAU5592KP312,4BLAWXF1FM52FCR92O,GO,7,96.0,M 5,7.7,4.6,5.7,154
AUDI,A61.9TDI (130ch),MAU5592KS316,4BLAWXF1FM52FCR96O,GO,7,96.0,M 5,7.7,4.6,5.7,154
AUDI,A61.9TDI (130ch),MAU5592KW320,4BLAWXF1FM52FCR99O,GO,7,96.0,M 5,7.7,4.6,5.7,154
CITROEN,XSARA 3P 2.0HDi BVA,MCT7301GW637,N0RHZN,GO,6,80.0,A 4,8.1,4.5,5.8,154
CITROEN,XSARA 5P 2.0HDi BVA,MCT7302G0639,N1RHZN,GO,6,80.0,A 4,8.1,4.5,5.8,154
MERCEDES-BENZ,A 160 CDI BVA,MMB71C2PQ786,168M20FF2WDAAAA0,GO,5,55.0,A 5,7.7,4.6,5.7,154
MG,MGZS 4P DIESEL CD,MMG5302CM046,RTLN01D,GO,6,74.0,M 5,7.1,4.3,5.4,154
MG,MGZS 4P DIESEL CG,MMG5302CN047,RTLN01R,GO,6,74.0,M 5,7.1,4.3,5.4,154
OPEL,ASTRA 3P 2.0DTI 16V CLIM,MPL5361HG771,T98BK112A37CE55HKU5,GO,6,74.0,M 5,7.6,4.6,5.7,154
OPEL,ASTRA 5P 2.0DTI 16V CLIM,MPL5362H4782,T98DK112A38CF55HKU5,GO,6,74.0,M 5,7.6,4.6,5.7,154
OPEL,VECTRA 4P 2.0DTI 16V,MPL5362BM127,J96BT112A25AWRNCC5,GO,6,74.0,M 5,7.7,4.5,5.7,154
OPEL,VECTRA 5P 2.0DTI 16V,MPL5362BA151,J96DT112A27AXRNCC5,GO,6,74.0,M 5,7.7,4.5,5.7,154
RENAULT,KANGOO 1.9dTi,MRE5102KM984,KC0VEF,GO,5,59.0,M 5,7.2,5.0,5.8,154
RENAULT,LAGUNA ESTATE 1.9dCi (110ch),MRE5304CA967,KG0R06,GO,6,79.0,M 6,7.3,4.8,5.7,154
VOLKSWAGEN,CADDY COMBI TDI (90ch) 5PL,MVW52B4DV288,9KVSLALHX01SGFM52J022M,GO,6,66.0,M 5,7.3,4.8,5.7,154
VOLKSWAGEN,PASSAT BREAK TDI (100ch),MVW53D4ES536,3BGSEAVBX01SGFM512062NP0GE,GO,6,74.0,M 5,7.3,4.8,5.7,154
VOLKSWAGEN,PASSAT BREAK TDI (100ch),MVW53D4EV539,3BGSEAVBX01SGFM512062SP0GE,GO,6,74.0,M 5,7.3,4.8,5.7,154
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4EV573,3BGSEAWXX01SGFM51W052NO0GE,GO,7,96.0,M 5,7.7,4.7,5.8,154
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4EY576,3BGSEAWXX01SGFM51W052SO0GE,GO,7,96.0,M 5,7.7,4.7,5.8,154
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4E2544,3BGSEAVFX01SGFM5A1003NN0GE,GO,7,96.0,M 5,7.7,4.8,5.8,154
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4E3545,3BGSEAVFX01SGFM5A1003NO0GE,GO,7,96.0,M 5,7.8,4.8,5.8,154
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4E5547,3BGSEAVFX01SGFM5A1003SN0GE,GO,7,96.0,M 5,7.7,4.8,5.8,154
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4E6548,3BGSEAVFX01SGFM5A1003SO0GE,GO,7,96.0,M 5,7.8,4.8,5.8,154
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EP668,3BGSTAVFX01SGFM5A1003NP0GE,GO,7,96.0,M 5,7.8,4.8,5.8,154
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2ES671,3BGSTAVFX01SGFM5A1003SP0GE,GO,7,96.0,M 5,7.8,4.8,5.8,154
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2ES696,3BGSTAWXX01SGFM51W052NP0GE,GO,7,96.0,M 5,7.8,4.8,5.8,154
VOLKSWAGEN,PASSAT TDI (130ch),MVW55D2EV699,3BGSTAWXX01SGFM51W052SP0GE,GO,7,96.0,M 5,7.8,4.8,5.8,154
VOLKSWAGEN,PASSAT TDI (130ch) BV6,MVW55D2EU673,3BGSTAVFX01SGFM61E010NO0GE,GO,7,96.0,M 6,7.6,4.7,5.7,154
VOLKSWAGEN,PASSAT TDI (130ch) BV6,MVW55D2EX676,3BGSTAVFX01SGFM61E010SO0GE,GO,7,96.0,M 6,7.6,4.7,5.7,154
ALFA-ROMEO,1473P 1.9JTD,MAL5401JG274,937AXD1A04,GO,7,85.0,M 5,7.8,4.7,5.8,155
ALFA-ROMEO,1475P 1.9JTD,MAL5402JJ275,937BXD1A08,GO,7,85.0,M 5,7.8,4.7,5.8,155
ALFA-ROMEO,1561.9JTD,MAL5402EA271,932A2B0041,GO,7,81.0,M 5,7.8,4.7,5.8,155
ALFA-ROMEO,1561.9JTD,MAL5402EJ280,932A2C0044,GO,7,85.0,M 5,7.8,4.7,5.8,155
ALFA-ROMEO,1561.9JTD,MAL5402EA296,932A2C0044B,GO,7,85.0,M 5,7.8,4.7,5.8,155
BMW,318d TOURING,MBM5424CZ702,346LEL5101,GO,7,85.0,M 5,7.5,4.9,5.8,155
CITROEN,BERLINGO 2.0HDi,MCT5204CU649,MFRHYB,GO,6,66.0,M 5,7.5,5.0,5.9,155
CITROEN,BERLINGO 2.0HDi,MCT5204CV650,MFRHYB/A,GO,6,66.0,M 5,7.5,5.0,5.9,155
CITROEN,C5BREAK 2.0HDi,MCT5204M9618,DERHYB,GO,6,66.0,M 5,7.7,4.8,5.9,155
PEUGEOT,406BREAK 2.0HDi (90ch),MPE5204AL692,8ERHYF,GO,6,66.0,M 5,7.7,4.8,5.9,155
PEUGEOT,406FAMILIALE 2.0HDi (90ch),MPE5204AM693,8FRHYF,GO,6,66.0,M 5,7.7,4.8,5.9,155
PEUGEOT,PARTNER 2.0HDi,MPE5204CC778,5FRHYF,GO,6,66.0,M 5,7.5,5.0,5.9,155
PEUGEOT,PARTNER USHUAIA 2.0HDi,MPE5204CE780,5FRHYU,GO,6,66.0,M 5,7.5,5.0,5.9,155
BMW,320d TOURING,MBM5514CZ790,346LAX7101,GO,8,100.0,M 5,7.8,4.7,5.9,156
BMW,320d TOURING,MBM5514C0791,346LAX7103,GO,7,95.4,M 5,7.8,4.7,5.9,156
BMW,520d BERLINE,MBM5522DL559,5/DDM7103,GO,7,92.0,M 5,7.8,4.7,5.9,156
CITROEN,XSARA BREAK 2.0HDi BVA,MCT7304G6641,N2RHZN,GO,6,80.0,A 4,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5272L9917,B4YD5BA15PAAPG,GO,6,66.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5282LF013,B4YD5BA15PAAPG,GO,6,66.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5272LA918,B4YD5BA15PABPG,GO,6,66.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5282LG014,B4YD5BA15PABPG,GO,6,66.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5472LV919,B4YD6BA15PBAPG,GO,7,85.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5472LW920,B4YD6BA15PBBPG,GO,7,85.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5582LB863,B4YFMBA15PAAPN,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5582LC864,B4YFMBA15PABPN,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5582LE866,B4YFMBA15PBAPN,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 4P 2.0TDdi,MFD5582LF867,B4YFMBA15PBBPN,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5282LN021,B5YD5BA15PAAPH,GO,6,66.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5282LP022,B5YD5BA15PABPH,GO,6,66.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5472LL945,B5YD6BA15PBAPH,GO,7,85.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5472LM946,B5YD6BA15PBBPH,GO,7,85.0,M 5,8.2,4.6,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5582LP840,B5YFMBA15PAAPP,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5582LP841,B5YFMBA15PABPP,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5582LR843,B5YFMBA15PBAPP,GO,7,95.0,M 5,8.1,4.7,5.9,156
FORD,MONDEO 5P 2.0TDdi,MFD5582LS844,B5YFMBA15PBBPP,GO,7,95.0,M 5,8.1,4.7,5.9,156
MERCEDES-BENZ,A 170 CDI BVA,MMB72C2P4799,168M209F2WDAAAA0,GO,6,70.0,A 5,7.9,4.6,5.8,156
MERCEDES-BENZ,A 170 CDI FAMILY BVA,MMB72C2PH812,168M709F2WDAAAA0,GO,6,70.0,A 5,7.9,4.7,5.8,156
TOYOTA,COROLLA 3P 2.0TD4D,MJT5211EQ925,E11CDE110(G)CDE110L-AGMDYW(2F),GO,6,66.0,M 5,7.6,4.8,5.8,156
TOYOTA,COROLLA 5P 2.0TD4D,MJT5212EP921,E11CDE110(L)CDE110L-ALMDYW(2F),GO,6,66.0,M 5,7.6,4.8,5.8,156
AUDI,A6AVANT 1.9TDI (130ch),MAU5594K3323,4BAAWXF1FM52FCR92P,GO,8,96.0,M 5,7.8,4.7,5.8,157
AUDI,A6AVANT 1.9TDI (130ch),MAU5594K7327,4BAAWXF1FM52FCR96P,GO,8,96.0,M 5,7.8,4.7,5.8,157
LANCIA,LYBRA 1.9JTD,MLC5402FJ265,839AXN1A22,GO,7,85.0,M 5,8.1,4.7,5.9,157
NISSAN,ALMERA 3P 2.2VDi,MJN5411E6406,N16FF01,GO,7,81.0,M 5,7.9,4.7,5.9,157
NISSAN,ALMERA 3P 2.2VDi,MJN5411E7407,N16FF02,GO,7,81.0,M 5,7.9,4.7,5.9,157
NISSAN,ALMERA 4P 2.2VDi,MJN5412EQ388,N16CC21,GO,7,81.0,M 5,7.9,4.7,5.9,157
NISSAN,ALMERA 4P 2.2VDi,MJN5412ER389,N16CC22,GO,7,81.0,M 5,7.9,4.7,5.9,157
NISSAN,ALMERA 5P 2.2VDi,MJN5412EU428,N16JJ01,GO,7,81.0,M 5,7.9,4.7,5.9,157
NISSAN,ALMERA 5P 2.2VDi,MJN5412EV429,N16JJ02,GO,7,81.0,M 5,7.9,4.7,5.9,157
OPEL,VECTRA BREAK 2.0DTI 16V,MPL5364BW363,J96/KombiFT112A17VWNCD5,GO,6,74.0,M 5,7.8,4.7,5.8,157
RENAULT,SCENIC 1.9dCi,MRE5306A6792,JA0505,GO,6,75.0,M 5,7.7,4.9,5.9,157
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4EW574,3BGSEAWXX01SGFM51W052NP0GE,GO,8,96.0,M 5,7.8,4.8,5.9,157
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4EZ577,3BGSEAWXX01SGFM51W052SP0GE,GO,8,96.0,M 5,7.8,4.8,5.9,157
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4E4546,3BGSEAVFX01SGFM5A1003NP0GE,GO,8,96.0,M 5,7.9,4.9,5.9,157
VOLKSWAGEN,PASSAT BREAK TDI (130ch),MVW55D4E7549,3BGSEAVFX01SGFM5A1003SP0GE,GO,8,96.0,M 5,7.9,4.9,5.9,157
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,MVW55D4E8550,3BGSEAVFX01SGFM61E010NN0GE,GO,8,96.0,M 6,7.5,4.8,5.8,157
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,MVW55D4EB553,3BGSEAVFX01SGFM61E010SN0GE,GO,8,96.0,M 6,7.5,4.8,5.8,157
VOLKSWAGEN,PASSAT TDI (130ch) BV6,MVW55D2EV674,3BGSTAVFX01SGFM61E010NP0GE,GO,8,96.0,M 6,7.6,4.8,5.8,157
VOLKSWAGEN,PASSAT TDI (130ch) BV6,MVW55D2EY677,3BGSTAVFX01SGFM61E010SP0GE,GO,8,96.0,M 6,7.6,4.8,5.8,157
HYUNDAI,MATRIX 1.5L CRDi GLS,MHY5212S9539,FCVL,GO,5,60.3,M 5,7.6,5.0,6.0,158
TOYOTA,AVENSIS 4P 2.0TD4D,MJT5422PC234,T22CDT220(E)CDT220L-AEMNYW(2F),GO,7,81.0,M 5,8.0,4.8,5.9,158
TOYOTA,AVENSIS 5P 2.0TD4D,MJT5422PJ240,T22CDT220(L)CDT220L-ALMEYW(2F),GO,7,81.0,M 5,8.0,4.8,5.9,158
FORD,MONDEO BREAK 2.0TDdi,MFD5284LX027,BWYD5BA15PAAPM,GO,6,66.0,M 5,8.3,4.7,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5284LY028,BWYD5BA15PABPM,GO,6,66.0,M 5,8.3,4.7,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5484LJ029,BWYD6BA15PBAPM,GO,7,85.0,M 5,8.3,4.7,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5484LK030,BWYD6BA15PBBPM,GO,7,85.0,M 5,8.3,4.7,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5584L8881,BWYFMBA15PAAPQ,GO,8,95.0,M 5,8.2,4.8,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5584L9882,BWYFMBA15PABPQ,GO,8,95.0,M 5,8.2,4.8,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5584LB884,BWYFMBA15PBAPQ,GO,8,95.0,M 5,8.2,4.8,6.0,159
FORD,MONDEO BREAK 2.0TDdi,MFD5584LC885,BWYFMBA15PBBPQ,GO,8,95.0,M 5,8.2,4.8,6.0,159
OPEL,ASTRA BREAK 2.0DTI 16V CLIM,MPL5364H8818,T98/KOMBIFK112A24BY39HKM5,GO,6,74.0,M 5,7.7,4.8,5.9,159
SEAT,INCA COMBI+ 1.9SDI,MSE5014EH381,9KSSLAYQX01SGFM52K030L,GO,5,47.0,M 5,7.5,5.0,5.9,159
VOLKSWAGEN,CADDY COMBI SDI (64ch) 5PL,MVW50B4D8292,9KVSLAYQX01SGFM52K030L,GO,5,47.0,M 5,7.5,5.0,5.9,159
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,MVW55D4E9551,3BGSEAVFX01SGFM61E010NO0GE,GO,8,96.0,M 6,7.6,4.9,5.9,159
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,MVW55D4EC554,3BGSEAVFX01SGFM61E010SO0GE,GO,8,96.0,M 6,7.6,4.9,5.9,159
ALFA-ROMEO,156SW 1.9JTD,MAL5404EG273,932B2B0043,GO,7,81.0,M 5,7.9,4.9,6.0,160
ALFA-ROMEO,156SW 1.9JTD,MAL5404EP281,932B2C0045,GO,7,85.0,M 5,7.9,4.9,6.0,160
TOYOTA,AVENSIS BREAK 2.0TD4D,MJT5424PT247,T22CDT220(W)CDT220L-AWMEYW(2F),GO,7,81.0,M 5,8.0,5.0,6.0,161
LANCIA,LYBRA SW 1.9JTD,MLC5404FN266,839BXN1A23,GO,7,85.0,M 5,8.4,4.8,6.1,162
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,MVW55D4EA552,3BGSEAVFX01SGFM61E010NP0GE,GO,8,96.0,M 6,7.7,5.0,6.0,162
VOLKSWAGEN,PASSAT BREAK TDI (130ch) BV6,MVW55D4ED555,3BGSEAVFX01SGFM61E010SP0GE,GO,8,96.0,M 6,7.7,5.0,6.0,162
BMW,520d TOURING,MBM5524DD511,5/DDR7103,GO,7,92.0,M 5,8.1,5.0,6.1,163
MAZDA,3232.0DiTD,MJZ5312D5499,BJ14R2N,GO,6,74.0,M 5,7.5,5.0,5.9,163
ROVER,ROVER 75 DIESEL CD,MRV5402J3639,RJLH04C,GO,7,85.0,M 5,7.7,4.7,5.8,163
ROVER,ROVER 75 DIESEL CG,MRV5402J4640,RJLH04P,GO,7,85.0,M 5,7.7,4.7,5.8,163
ROVER,ROVER 75 TOURER DIESEL CD,MRV5404J9605,RJTH01C,GO,7,85.0,M 5,7.7,4.7,5.8,163
ROVER,ROVER 75 TOURER DIESEL CG,MRV5404JA606,RJTH01P,GO,7,85.0,M 5,7.7,4.7,5.8,163
CITROEN,XSARA 3P 1.9D,MCT5101GD547,N0WJYB,GO,5,51.0,M 5,8.3,5.0,6.2,164
CITROEN,XSARA 5P 1.9D,MCT5102GG548,N1WJYB,GO,5,51.0,M 5,8.3,5.0,6.2,164
CITROEN,XSARA BREAK 1.9D,MCT5104GL549,N2WJYB,GO,5,51.0,M 5,8.3,5.0,6.2,164
FORD,MONDEO 4P 2.0TDdi,MFD5282LF861,B4YD5BA15PACPG,GO,6,66.0,M 5,8.5,4.9,6.2,164
FORD,MONDEO 4P 2.0TDdi,MFD5482L0862,B4YD6BA15PBCPG,GO,7,85.0,M 5,8.5,4.9,6.2,164
FORD,MONDEO 4P 2.0TDdi,MFD5582LD865,B4YFMBA15PACPN,GO,8,95.0,M 5,8.4,5.0,6.2,164
FORD,MONDEO 4P 2.0TDdi,MFD5582LG868,B4YFMBA15PBCPN,GO,8,95.0,M 5,8.4,5.0,6.2,164
FORD,MONDEO 5P 2.0TDdi,MFD5282LS838,B5YD5BA15PACPH,GO,6,66.0,M 5,8.5,4.9,6.2,164
FORD,MONDEO 5P 2.0TDdi,MFD5482LD839,B5YD6BA15PBCPH,GO,7,85.0,M 5,8.5,4.9,6.2,164
FORD,MONDEO 5P 2.0TDdi,MFD5582LQ842,B5YFMBA15PACPP,GO,8,95.0,M 5,8.4,5.0,6.2,164
FORD,MONDEO 5P 2.0TDdi,MFD5582LT845,B5YFMBA15PBCPP,GO,8,95.0,M 5,8.4,5.0,6.2,164
MERCEDES-BENZ,C 200 CDI BERLINE BOITE SEQUENTRONIC,MMB54C2AP870,203R00DF0CDAAA50,GO,7,85.0,M 6,8.5,5.0,6.2,164
MERCEDES-BENZ,C 220 CDI BERLINE BOITE SEQUENTRONIC,MMB56C2A5874,203R00CF0BDAAA50,GO,8,105.0,M 6,8.5,5.0,6.2,164
MERCEDES-BENZ,C 220 CDI COUPE SPORT,MMB56C1A2388,203CLR80CF0KDAAA40,GO,8,105.0,M 6,8.6,4.8,6.2,164
MERCEDES-BENZ,E 200 CDI BERLINE,MMB54C2CX259,210J00DF0JRBBA50,GO,7,85.0,M 6,8.5,4.8,6.2,164
MERCEDES-BENZ,E 220 CDI BERLINE,MMB56C2C3263,210J00CF0KRBBA50,GO,8,105.0,M 6,8.5,4.8,6.2,164
PEUGEOT,3063P 1.9D,MPE5101D7727,7CWJYF,GO,5,51.0,M 5,8.3,5.0,6.2,164
PEUGEOT,3064P 1.9D,MPE5102D8726,7BWJYF,GO,5,51.0,M 5,8.3,5.0,6.2,164
PEUGEOT,3065P 1.9D,MPE5102D7725,7AWJYF,GO,5,51.0,M 5,8.3,5.0,6.2,164
PEUGEOT,306BREAK 1.9D,MPE5104DE728,7EWJYF,GO,5,51.0,M 5,8.3,5.0,6.2,164
SAAB,373245P 2.2TiD (115ch),MSA5402DV232,YS3DXXXX5DM03,GO,7,85.0,M 5,8.9,4.6,6.2,164
SAAB,373245P 2.2TiD (125ch),MSA5502D0360,YS3DXXXX5DM04,GO,7,92.0,M 5,8.3,5.0,6.2,164
SAAB,37324COUPE 2.2TiD (115ch),MSA5401DM225,YS3DXXXX3DM03,GO,7,85.0,M 5,8.9,4.6,6.2,164
SAAB,37324COUPE 2.2TiD (125ch),MSA5501DX359,YS3DXXXX3DM04,GO,7,92.0,M 5,8.3,5.0,6.2,164
MAZDA,6262.0DiTD,MJZ5412F6330,GF14R2E,GO,7,81.0,M 5,7.4,5.1,5.9,165
SUZUKI,VITARA 3P BERLINE 2.0L TD 'COMMON RAIL',MJS6204BJ270,ETV04VMTMN,GO,6,66.0,M 5,7.5,5.4,6.2,165
SUZUKI,VITARA 3P CABRIOLET 2.0L TD 'COMMON RAIL',MJS6201BD271,ETV04CLTMN,GO,6,66.0,M 5,7.5,5.4,6.2,165
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64D2S5404,1JSTAUYX11SGQM62M003N41N10GE,GO,7,85.0,M 6,8.0,5.0,6.1,165
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64G2SN067,1JSTAUYX11SGQM62Y004N41N10GE,GO,7,85.0,M 6,8.0,5.0,6.1,165
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64D2SH258,1JSTAJMX11SGQM62M003N41N10GE,GO,7,85.0,M 6,7.9,5.0,6.1,165
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64G2SL029,1JSTAJMX11SGQM62Y004N41N10GE,GO,7,85.0,M 6,7.9,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64C1KU731,1JSCAJMX11SGQM62M003N21N10GE,GO,7,85.0,M 6,7.9,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64C2KY733,1JSCAJMX11SGQM62M003N41N10GE,GO,7,85.0,M 6,7.9,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F1K5800,1JSCAJMX11SGQM62Y004N21N10GE,GO,7,85.0,M 6,7.9,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F2K9802,1JSCAJMX11SGQM62Y004N41N10GE,GO,7,85.0,M 6,7.9,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64D1KS013,1JSCAUYX11SGQM62M003N21N10GE,GO,7,85.0,M 6,8.0,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64D2KW015,1JSCAUYX11SGQM62M003N41N10GE,GO,7,85.0,M 6,8.0,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F1K5872,1JSCAUYX11SGQM62Y004N21N10GE,GO,7,85.0,M 6,8.0,5.0,6.1,165
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F2KK874,1JSCAUYX11SGQM62Y004N41N10GE,GO,7,85.0,M 6,8.0,5.0,6.1,165
MERCEDES-BENZ,C 220 CDI COUPE SPORT BOITE SEQUENTRONIC,MMB56C1AQ387,203CLR80CF0BDAAA40,GO,8,105.0,M 6,8.3,5.1,6.3,166
AUDI,A33P 1.9TDI (130ch) QUATTRO BV6,MAU6581GD729,8LLASZQ1QM62M003R8L60T2N,GO,8,96.0,M 6,8.0,5.1,6.2,167
FORD,MONDEO BREAK 2.0TDdi,MFD5284LC879,BWYD5BA15PACPM,GO,6,66.0,M 5,8.6,5.0,6.3,167
FORD,MONDEO BREAK 2.0TDdi,MFD5484LX880,BWYD6BA15PBCPM,GO,7,85.0,M 5,8.6,5.0,6.3,167
FORD,MONDEO BREAK 2.0TDdi,MFD5584LA883,BWYFMBA15PACPQ,GO,8,95.0,M 5,8.5,5.1,6.3,167
FORD,MONDEO BREAK 2.0TDdi,MFD5584LD886,BWYFMBA15PBCPQ,GO,8,95.0,M 5,8.5,5.1,6.3,167
MERCEDES-BENZ,C 200 CDI BERLINE,MMB54C2AP871,203R00DF0JDAAA50,GO,7,85.0,M 6,8.8,4.7,6.3,167
RENAULT,LAGUNA 2.2dCi (150ch),MRE5612CW089,BG0F06,GO,9,110.0,M 6,8.4,5.1,6.3,167
SKODA,OCTAVIA COMBI 4X4  1.9TDI (100ch),MSK6314CP096,1USEATDX11FM6QM62M012N,GO,6,74.0,M 6,8.2,5.0,6.2,167
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64C4SG581,1JBVAJMX11SGQM62M003O41N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64F4SW716,1JBVAJMX11SGQM62Y004O41N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64C4S4691,1JBVAUYX11SGQM62M003O41N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64F4S4760,1JBVAUYX11SGQM62Y004O41N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,BORA TDI (100ch) 4MOTION,MVW63D2SP364,1JSTATDX11SGQM62M012N41N10GE,GO,6,74.0,M 6,8.2,5.0,6.2,167
VOLKSWAGEN,BORA TDI (100ch) 4MOTION,MVW63D2SV370,1JSTATDX11SGQM62Y006N41N10GE,GO,6,74.0,M 6,8.2,5.0,6.2,167
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64D2S7406,1JSTAUYX11SGQM62M003O41N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64G2SP069,1JSTAUYX11SGQM62Y004O41N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64D2SJ260,1JSTAJMX11SGQM62M003O41N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64G2SN031,1JSTAJMX11SGQM62Y004O41N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2S7344,1JSTASZX11SGQM62M003N41N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SD350,1JSTASZX11SGQM62Y004N41N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64C1KY735,1JSCAJMX11SGQM62M003O21N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64C2K2737,1JSCAJMX11SGQM62M003O41N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F1K9804,1JSCAJMX11SGQM62Y004O21N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F2KD806,1JSCAJMX11SGQM62Y004O41N10GE,GO,7,85.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64D1KW017,1JSCAUYX11SGQM62M003O21N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
