marques,modele,typ._mines,cnit,carb,cv,puiss.,bv,urbain,ex.urb,mixte,co2
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64D2K0019,1JSCAUYX11SGQM62M003O41N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F1KK876,1JSCAUYX11SGQM62Y004O21N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F2KP878,1JSCAUYX11SGQM62Y004O41N10GE,GO,7,85.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) TIPTRONIC,MVW74C1KV986,1JSCAUYX01AGFA59A014M21N10GE,GO,7,85.0,A 5,8.4,5.0,6.2,167
VOLKSWAGEN,GOLF TDI (115ch) TIPTRONIC,MVW74C2KZ988,1JSCAUYX01AGFA59A014M41N10GE,GO,7,85.0,A 5,8.4,5.0,6.2,167
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C1K8902,1JSCASZX11SGQM62M003N21N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C2KC904,1JSCASZX11SGQM62M003N41N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C1KJ912,1JSCASZX11SGQM62Y004N21N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C2KM914,1JSCASZX11SGQM62Y004N41N10GE,GO,8,96.0,M 6,8.0,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66C1KP856,1JSCARLX11SGQM62M003N21N10GE,GO,9,110.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66C2KS858,1JSCARLX11SGQM62M003N41N10GE,GO,9,110.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66F1KX826,1JSCARLX11SGQM62Y004N21N10GE,GO,9,110.0,M 6,8.1,5.1,6.2,167
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66F2K1828,1JSCARLX11SGQM62Y004N41N10GE,GO,9,110.0,M 6,8.1,5.1,6.2,167
CITROEN,C52.2HDi,MCT5502M8530,DC4HXB,GO,8,98.0,M 5,8.8,4.9,6.4,168
NISSAN,ALMERA TINO 2.2VDi,MJN5416M7328,V10DD01,GO,7,84.0,M 5,8.3,5.3,6.4,168
PEUGEOT,4062.2HDi FAP,MPE5502AK701,8B4HXF,GO,8,98.0,M 5,8.8,4.9,6.4,168
PEUGEOT,406COUPE 2.2HDi FAP,MPE5501AL704,8C4HXF,GO,8,98.0,M 5,8.8,4.9,6.4,168
HYUNDAI,ELANTRA 4P 2.0L CRDi GLS Confort,MHY5412NB429,XDARM,GO,7,82.5,M 5,8.6,5.1,6.4,169
HYUNDAI,ELANTRA 5P 2.0L CRDi GLS Confort,MHY5412NC430,XDBRM,GO,7,82.5,M 5,8.6,5.1,6.4,169
SUZUKI,VITARA 5P 2.0L TD 'COMMON RAIL',MJS6204BL273,ETW04VMTMN,GO,6,66.0,M 5,7.6,5.7,6.4,169
AUDI,A33P 1.9TDI (130ch) QUATTRO BV6,MAU6581GE730,8LLASZQ1QM62M003R8L60T2O,GO,8,96.0,M 6,8.1,5.2,6.3,170
AUDI,A35P 1.9TDI (130ch) QUATTRO BV6,MAU6582GJ733,8LLASZQ1QM62M003R8L60T4O,GO,8,96.0,M 6,8.1,5.2,6.3,170
CITROEN,C5BREAK 2.2HDi,MCT5504MF630,DE4HXB,GO,8,98.0,M 5,8.8,5.1,6.5,170
FIAT,MULTIPLA JTD,MFT5402TQ994,186AXD1A03,GO,7,81.0,M 5,8.0,5.5,6.4,170
FORD,GALAXY 1.9TDi,MFD5496A4092,WGRAUY17AP,GO,7,85.0,M 6,8.3,5.2,6.3,170
MERCEDES-BENZ,C 220 CDI BERLINE,MMB56C2A6875,203R00CF0KDAAA50,GO,8,105.0,M 6,9.0,4.8,6.4,170
OPEL,VECTRA 4P 2.2DTI 16V,MPL5462BM699,J96BW112A25AWRRNF5,GO,7,88.0,M 5,8.6,4.9,6.3,170
OPEL,VECTRA 4P 2.2DTI 16V,MPL5562BU697,J96BU112A25AWRRNF5,GO,8,92.0,M 5,8.6,4.9,6.3,170
OPEL,VECTRA 5P 2.2DTI 16V,MPL5562BA713,J96DU112A27AXRRNF5,GO,8,92.0,M 5,8.6,4.9,6.3,170
OPEL,VECTRA 5P 2.2DTI 16V,MPL5462B2715,J96DW112A27AXRRNF5,GO,7,88.0,M 5,8.6,4.9,6.3,170
PEUGEOT,406BREAK 2.2HDi FAP,MPE5504AP702,8E4HXF,GO,8,98.0,M 5,8.8,5.1,6.5,170
PEUGEOT,406FAMILIALE 2.2HDi FAP,MPE5504AQ703,8F4HXF,GO,8,98.0,M 5,8.8,5.1,6.5,170
RENAULT,LAGUNA ESTATE 2.2dCi (150ch),MRE5614C1090,KG0F06,GO,9,110.0,M 6,8.5,5.2,6.4,170
SEAT,ALHAMBRA TDI (115ch),MSE5412DT843,7MSSEA8CAUYX01NSGFM62N003P,GO,7,85.0,M 6,8.3,5.2,6.3,170
SEAT,LEON CUPRA TDI (150ch),MSE6612K2761,1MABARLX11SGQM62M0031O1NN,GO,9,110.0,M 6,8.2,5.2,6.3,170
SEAT,LEON CUPRA TDI (150ch),MSE6612KE992,1MABARLX11SGQM62Y0041O1NN,GO,9,110.0,M 6,8.2,5.2,6.3,170
SKODA,OCTAVIA 1.9TDI (90ch) BVA Ambiente,MSK7212C0047,1USTALHX01FA4FA41M017M,GO,6,66.0,A 4,8.9,4.8,6.3,170
SKODA,OCTAVIA COMBI 1.9TDI (90ch) BVA Ambiente,MSK7214CX004,1USEALHX01FA4FA41M017M,GO,6,66.0,A 4,8.9,4.8,6.3,170
VOLKSWAGEN,BORA BREAK TDI (100ch) 4MOTION,MVW63C4SW659,1JBVATDX11SGQM62M012O41N10GE,GO,6,74.0,M 6,8.3,5.1,6.3,170
VOLKSWAGEN,BORA BREAK TDI (100ch) 4MOTION,MVW63C4S0663,1JBVATDX11SGQM62Y006O41N10GE,GO,6,74.0,M 6,8.3,5.1,6.3,170
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64C4ST583,1JBVAJMX11SGQM62M003P41N10GE,GO,7,85.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64F4SY718,1JBVAJMX11SGQM62Y004P41N10GE,GO,7,85.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64C4S6693,1JBVAUYX11SGQM62M003P41N10GE,GO,7,85.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,BORA BREAK TDI (115ch) 4MOTION,MVW64F4S6762,1JBVAUYX11SGQM62Y004P41N10GE,GO,7,85.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,BORA BREAK TDI (115ch) TIPTRONIC,MVW74C4ST679,1JBVAUYX01AGFA59A014N41N10GE,GO,7,85.0,A 5,8.5,5.1,6.3,170
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SJ643,1JBVASZX11SGQM62M003O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SM647,1JBVASZX11SGQM62Y004O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA TDI (100ch) 4MOTION,MVW63D2SR366,1JSTATDX11SGQM62M012O41N10GE,GO,6,74.0,M 6,8.3,5.1,6.3,170
VOLKSWAGEN,BORA TDI (100ch) 4MOTION,MVW63D2SX372,1JSTATDX11SGQM62Y006O41N10GE,GO,6,74.0,M 6,8.3,5.1,6.3,170
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64D2S9408,1JSTAUYX11SGQM62M003P41N10GE,GO,7,85.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64G2SR071,1JSTAUYX11SGQM62Y004P41N10GE,GO,7,85.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64D2SL262,1JSTAJMX11SGQM62M003P41N10GE,GO,7,85.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA TDI (115ch) 4MOTION,MVW64G2SP033,1JSTAJMX11SGQM62Y004P41N10GE,GO,7,85.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA TDI (115ch) TIPTRONIC,MVW74D2SQ388,1JSTAUYX01AGFA59A014N41N10GE,GO,7,85.0,A 5,8.5,5.1,6.3,170
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2S9346,1JSTASZX11SGQM62M003O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SF352,1JSTASZX11SGQM62Y004O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66D2SK320,1JSTARLX11SGQM62M003O41N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66G2S1043,1JSTARLX11SGQM62Y004O41N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64C2K4739,1JSCAJMX11SGQM62M003P41N10GE,GO,7,85.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F2KF808,1JSCAJMX11SGQM62Y004P41N10GE,GO,7,85.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64D2K2021,1JSCAUYX11SGQM62M003P41N10GE,GO,7,85.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (115ch) 4MOTION,MVW64F2KQ880,1JSCAUYX11SGQM62Y004P41N10GE,GO,7,85.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (115ch) TIPTRONIC,MVW74C1KZ990,1JSCAUYX01AGFA59A014N21N10GE,GO,7,85.0,A 5,8.5,5.1,6.3,170
VOLKSWAGEN,GOLF TDI (115ch) TIPTRONIC,MVW74C2K3992,1JSCAUYX01AGFA59A014N41N10GE,GO,7,85.0,A 5,8.5,5.1,6.3,170
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C1KC906,1JSCASZX11SGQM62M003O21N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C2KG908,1JSCASZX11SGQM62M003O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C1KM916,1JSCASZX11SGQM62Y004O21N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C2KQ918,1JSCASZX11SGQM62Y004O41N10GE,GO,8,96.0,M 6,8.1,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66C1KS860,1JSCARLX11SGQM62M003O21N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66C2KW862,1JSCARLX11SGQM62M003O41N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66F1K1830,1JSCARLX11SGQM62Y004O21N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66F2K5832,1JSCARLX11SGQM62Y004O41N10GE,GO,9,110.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,PASSAT TDI (130ch) 4MOTION,MVW65E2EY154,3BGSTAVFX11SGQM61E020NO0GE,GO,8,96.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,PASSAT TDI (130ch) 4MOTION,MVW65E2EZ155,3BGSTAVFX11SGQM61E020SO0GE,GO,8,96.0,M 6,8.2,5.2,6.3,170
VOLKSWAGEN,SHARAN TDI (115ch),MVW54E6B6062,7MSEA8CAUYX01NSGFM62N003P,GO,7,85.0,M 6,8.3,5.2,6.3,170
CITROEN,JUMPY 2.0HDi,MCT5303JG462,BDRHZA,GO,7,80.0,M 5,7.9,5.4,6.4,171
CITROEN,JUMPY 2.0HDi,MCT5303JH463,BERHZA,GO,7,80.0,M 5,7.9,5.4,6.4,171
PEUGEOT,EXPERT 2.0HDi,MPE5303GS491,BDRHZA,GO,7,80.0,M 5,7.9,5.4,6.4,171
VOLVO,S60D5,MVV5702RH740,RS7932,GO,10,120.0,M 5,8.7,5.2,6.5,171
FIAT,PALIO WEEKEND 1.9D,MFT5004RR997,178DYD1A07,GO,5,46.0,M 5,8.7,5.2,6.5,172
FIAT,PALIO WEEKEND 1.9D,MFT5014RX068,178DYD1A07B,GO,5,46.0,M 5,8.7,5.2,6.5,172
VOLVO,S80D5,MVV5702QU754,TS7932,GO,10,120.0,M 5,9.0,5.1,6.5,172
CITROEN,C52.0HDi BVA,MCT7302MP622,DCRHZE,GO,7,80.0,A 4,8.9,5.1,6.5,173
FORD,GALAXY 1.9TDi,MFD5296AB108,WGRANU17AP,GO,6,66.0,M 6,8.0,5.5,6.4,173
FORD,GALAXY 1.9TDi,MFD5496A5093,WGRAUY17AQ,GO,7,85.0,M 6,8.4,5.3,6.4,173
OPEL,VECTRA BREAK 2.2DTI 16V,MPL5564BJ681,J96/KombiFU112A17VWRND5,GO,8,92.0,M 5,8.7,5.1,6.4,173
OPEL,VECTRA BREAK 2.2DTI 16V,MPL5464BA683,J96/KombiFW112A17VWRND5,GO,7,88.0,M 5,8.7,5.1,6.4,173
PEUGEOT,4062.0HDi (110ch) BVA,MPE7302AN754,8BRHZR,GO,7,80.0,A 4,8.9,5.1,6.5,173
SEAT,ALHAMBRA TDI (115ch),MSE5412DU844,7MSSEA8CAUYX01NSGFM62N003Q,GO,7,85.0,M 6,8.4,5.3,6.4,173
SEAT,ALHAMBRA TDI (90ch),MSE5212DT827,7MSSEA8CANUX01NSGFM62N008P,GO,6,66.0,M 6,8.0,5.5,6.4,173
TOYOTA,AVENSIS VERSO 2.0TD4D,MJT5424PW602,M2CLM20(W)CLM20L-ARMDYW(2A),GO,7,85.0,M 5,8.1,5.6,6.5,173
TOYOTA,AVENSIS VERSO 2.0TD4D 7PL,MJT5424PU600,M2CLM20(W)CLM20L-ARMDYW(1A),GO,7,85.0,M 5,8.1,5.6,6.5,173
VOLKSWAGEN,BORA BREAK TDI (100ch) 4MOTION,MVW63C4SY661,1JBVATDX11SGQM62M012P41N10GE,GO,7,74.0,M 6,8.4,5.2,6.4,173
VOLKSWAGEN,BORA BREAK TDI (100ch) 4MOTION,MVW63C4S2665,1JBVATDX11SGQM62Y006P41N10GE,GO,7,74.0,M 6,8.4,5.2,6.4,173
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73F4SS748,1JBVATDX01AGFA59A020N41N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173
VOLKSWAGEN,BORA BREAK TDI (115ch) TIPTRONIC,MVW74C4SV681,1JBVAUYX01AGFA59A014O41N10GE,GO,7,85.0,A 5,8.6,5.2,6.4,173
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SK645,1JBVASZX11SGQM62M003P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173
VOLKSWAGEN,BORA BREAK TDI (130ch) 4MOTION,MVW65C4SP649,1JBVASZX11SGQM62Y004P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173
VOLKSWAGEN,BORA TDI (100ch) 4MOTION,MVW63D2ST368,1JSTATDX11SGQM62M012P41N10GE,GO,7,74.0,M 6,8.4,5.2,6.4,173
VOLKSWAGEN,BORA TDI (100ch) 4MOTION,MVW63D2SZ374,1JSTATDX11SGQM62Y006P41N10GE,GO,7,74.0,M 6,8.4,5.2,6.4,173
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73G2S3047,1JSTATDX01AGFA59A020N41N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173
VOLKSWAGEN,BORA TDI (115ch) TIPTRONIC,MVW74D2SS390,1JSTAUYX01AGFA59A014O41N10GE,GO,7,85.0,A 5,8.6,5.2,6.4,173
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SB348,1JSTASZX11SGQM62M003P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173
VOLKSWAGEN,BORA TDI (130ch) 4MOTION,MVW65D2SH354,1JSTASZX11SGQM62Y004P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66D2SM322,1JSTARLX11SGQM62M003P41N10GE,GO,9,110.0,M 6,8.3,5.3,6.4,173
VOLKSWAGEN,BORA TDI (150ch) 4MOTION,MVW66G2S3045,1JSTARLX11SGQM62Y004P41N10GE,GO,9,110.0,M 6,8.3,5.3,6.4,173
VOLKSWAGEN,GOLF TDI (100ch) 4MOTION,MVW63C2KJ948,1JSCATDX11SGQM62M012P41N10GE,GO,7,74.0,M 6,8.4,5.2,6.4,173
VOLKSWAGEN,GOLF TDI (100ch) 4MOTION,MVW63C2KS958,1JSCATDX11SGQM62Y006P41N10GE,GO,7,74.0,M 6,8.4,5.2,6.4,173
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73C1KR922,1JSCATDX01AGFA59A019M21N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73C2KV924,1JSCATDX01AGFA59A019M41N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73F1K9840,1JSCATDX01AGFA59A020N21N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73F2KD842,1JSCATDX01AGFA59A020N41N10GE,GO,7,74.0,A 5,8.6,5.1,6.4,173
VOLKSWAGEN,GOLF TDI (115ch) TIPTRONIC,MVW74C2K5994,1JSCAUYX01AGFA59A014O41N10GE,GO,7,85.0,A 5,8.6,5.2,6.4,173
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C2KJ910,1JSCASZX11SGQM62M003P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173
VOLKSWAGEN,GOLF TDI (130ch) 4MOTION,MVW65C2KS920,1JSCASZX11SGQM62Y004P41N10GE,GO,8,96.0,M 6,8.2,5.3,6.4,173
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66C2KY864,1JSCARLX11SGQM62M003P41N10GE,GO,9,110.0,M 6,8.3,5.3,6.4,173
VOLKSWAGEN,GOLF TDI (150ch) 4MOTION,MVW66F2K7834,1JSCARLX11SGQM62Y004P41N10GE,GO,9,110.0,M 6,8.3,5.3,6.4,173
VOLKSWAGEN,PASSAT BREAK TDI (130ch) 4MOTION,MVW65E4EM138,3BGSEAVFX11SGQM61E020NO0GE,GO,8,96.0,M 6,8.3,5.3,6.4,173
VOLKSWAGEN,PASSAT BREAK TDI (130ch) 4MOTION,MVW65E4EP140,3BGSEAVFX11SGQM61E020SO0GE,GO,8,96.0,M 6,8.3,5.3,6.4,173
VOLKSWAGEN,PASSAT TDI (130ch) 4MOTION,MVW65D2EC679,3BGSTAVFX11SGQM61E020NP0GE,GO,8,96.0,M 6,8.4,5.3,6.4,173
VOLKSWAGEN,PASSAT TDI (130ch) 4MOTION,MVW65D2EF682,3BGSTAVFX11SGQM61E020SP0GE,GO,8,96.0,M 6,8.4,5.3,6.4,173
VOLKSWAGEN,SHARAN TDI (115ch),MVW54E6B7063,7MSEA8CAUYX01NSGFM62N003Q,GO,7,85.0,M 6,8.4,5.3,6.4,173
VOLKSWAGEN,SHARAN TDI (90ch),MVW52E6BP046,7MSEA8CANUX01NSGFM62N008P,GO,6,66.0,M 6,8.0,5.5,6.4,173
MERCEDES-BENZ,C 200 CDI BREAK BOITE SEQUENTRONIC,MMB54C4AP866,203KR20DF0CDAAA50,GO,7,85.0,M 6,8.5,5.4,6.5,175
MERCEDES-BENZ,C 220 CDI BREAK BOITE SEQUENTRONIC,MMB56C4AS577,203KR20CF0BDAAA50,GO,9,105.0,M 6,8.5,5.4,6.5,175
MERCEDES-BENZ,C 270 CDI BERLINE BOITE SEQUENTRONIC,MMB57C2AA878,203R016F0BFAAA50,GO,10,125.0,M 6,9.1,5.2,6.6,175
RENAULT,ESPACE 1.9dTi,MRE5306H9497,JE0M05,GO,6,72.0,M 5,8.2,5.7,6.6,175
AUDI,A33P 1.9TDI (130ch) TIPTRONIC,MAU7581GX904,8LLASZF1FA59A014R8L60T2M,GO,8,96.0,A 5,9.0,5.0,6.5,176
FORD,GALAXY 1.9TDi,MFD5296AC109,WGRANU17AQ,GO,6,66.0,M 6,8.1,5.6,6.5,176
FORD,GALAXY 1.9TDi,MFD5496A6094,WGRAUY17AR,GO,7,85.0,M 6,8.5,5.4,6.5,176
MAZDA,626BREAK 2.0DiTD,MJZ5414FG336,GW19R2E,GO,7,81.0,M 5,7.8,5.5,6.3,176
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73C4SP651,1JBVATDX01AGFA59A019N41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,BORA BREAK TDI (100ch) TIPTRONIC,MVW73F4SU750,1JBVATDX01AGFA59A020O41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,BORA BREAK TDI (130ch) TIPTRONIC,MVW75F4SP742,1JBVASZX01AGFA59A014N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73D2SJ356,1JSTATDX01AGFA59A019N41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,BORA TDI (100ch) TIPTRONIC,MVW73G2S5049,1JSTATDX01AGFA59A020O41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,BORA TDI (130ch) TIPTRONIC,MVW75D2SS328,1JSTASZX01AGFA59A014N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73C1KV926,1JSCATDX01AGFA59A019N21N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73C2KZ928,1JSCATDX01AGFA59A019N41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,GOLF TDI (100ch) TIPTRONIC,MVW73F2KF844,1JSCATDX01AGFA59A020O41N10GE,GO,7,74.0,A 5,8.7,5.2,6.5,176
VOLKSWAGEN,GOLF TDI (130ch) TIPTRONIC,MVW75C1KJ876,1JSCASZX01AGFA59A014M21N10GE,GO,8,96.0,A 5,9.0,5.0,6.5,176
VOLKSWAGEN,GOLF TDI (130ch) TIPTRONIC,MVW75C2KN878,1JSCASZX01AGFA59A014M41N10GE,GO,8,96.0,A 5,9.0,5.0,6.5,176
VOLKSWAGEN,GOLF TDI (130ch) TIPTRONIC,MVW75C1KN880,1JSCASZX01AGFA59A014N21N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176
VOLKSWAGEN,GOLF TDI (130ch) TIPTRONIC,MVW75C2KR882,1JSCASZX01AGFA59A014N41N10GE,GO,8,96.0,A 5,9.0,5.1,6.5,176
VOLKSWAGEN,PASSAT BREAK TDI (130ch) 4MOTION,MVW65E4EN139,3BGSEAVFX11SGQM61E020NP0GE,GO,8,96.0,M 6,8.5,5.4,6.5,176
VOLKSWAGEN,PASSAT BREAK TDI (130ch) 4MOTION,MVW65E4EP141,3BGSEAVFX11SGQM61E020SP0GE,GO,8,96.0,M 6,8.5,5.4,6.5,176
VOLKSWAGEN,PASSAT TDI (130ch) 4MOTION,MVW65D2ED680,3BGSTAVFX11SGQM61E020NQ0GE,GO,8,96.0,M 6,8.5,5.3,6.5,176
VOLKSWAGEN,PASSAT TDI (130ch) 4MOTION,MVW65D2EG683,3BGSTAVFX11SGQM61E020SQ0GE,GO,8,96.0,M 6,8.5,5.3,6.5,176
VOLKSWAGEN,SHARAN TDI (115ch),MVW54E6B8064,7MSEA8CAUYX01NSGFM62N003R,GO,7,85.0,M 6,8.5,5.4,6.5,176
VOLKSWAGEN,SHARAN TDI (90ch),MVW52E6BP047,7MSEA8CANUX01NSGFM62N008Q,GO,6,66.0,M 6,8.1,5.6,6.5,176
MAZDA,PREMACY 2.0DiTD,MJZ5312KJ506,CP19R2,GO,7,74.0,M 5,7.8,5.6,6.4,177
MERCEDES-BENZ,C 200 CDI BERLINE BVA,MMB7492AA440,203R00DF0TCAAA50,GO,7,85.0,A 5,9.4,5.1,6.7,177
MERCEDES-BENZ,C 200 CDI BREAK,MMB54C4AM573,203KR20DF0JDAAA50,GO,7,85.0,M 6,8.9,5.4,6.7,177
MERCEDES-BENZ,C 220 CDI BERLINE BVA,MMB7692A2448,203R00CF0TCAAA50,GO,9,105.0,A 5,9.4,5.1,6.7,177
MERCEDES-BENZ,C 220 CDI BREAK,MMB56C4AT578,203KR20CF0KDAAA50,GO,9,105.0,M 6,8.9,5.4,6.7,177
MERCEDES-BENZ,C 220 CDI COUPE SPORT BVA,MMB76C1A5389,203CLR80CF0TCAAA40,GO,9,105.0,A 5,9.4,5.3,6.7,177
MERCEDES-BENZ,E 200 CDI BERLINE BVA,MMB74C2C1261,210J00DF0TGBBA50,GO,7,85.0,A 5,9.1,5.3,6.7,177
MERCEDES-BENZ,E 220 CDI BERLINE BVA,MMB76C2C7265,210J00CF0TGBBA50,GO,9,105.0,A 5,9.1,5.3,6.7,177
VOLVO,V70D5,MVV5704L4729,SW7932,GO,10,120.0,M 5,9.0,5.4,6.7,177
ALFA-ROMEO,1562.4JTD,MAL5602ET270,932A1B0040,GO,8,103.0,M 5,8.9,5.4,6.7,178
ALFA-ROMEO,1562.4JTD,MAL5602ES294,932A1B0040B,GO,8,103.0,M 5,8.9,5.4,6.7,178
AUDI,A33P 1.9TDI (130ch) TIPTRONIC,MAU7581GY905,8LLASZF1FA59A014R8L60T2N,GO,8,96.0,A 5,9.1,5.1,6.5,178
AUDI,A35P 1.9TDI (130ch) TIPTRONIC,MAU7582G2907,8LLASZF1FA59A014R8L60T4N,GO,8,96.0,A 5,9.1,5.1,6.5,178
BMW,330d BERLINE,MBM5822CP195,346LAL9101,GO,11,135.0,M 5,9.2,5.3,6.7,178
BMW,330d BERLINE,MBM5822CC740,346LER9101,GO,11,135.0,M 5,9.2,5.3,6.7,178
CITROEN,C5BREAK 2.0HDi BVA,MCT7304MV624,DERHZE,GO,7,80.0,A 4,9.3,5.2,6.7,178
FORD,GALAXY 1.9TDi,MFD5296AD110,WGRANU17AR,GO,6,66.0,M 6,8.2,5.7,6.6,178
FORD,GALAXY 1.9TDi,MFD5496A7095,WGRAUY17AS,GO,7,85.0,M 6,8.6,5.5,6.6,178
