marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie,bonus(-)/malus(+)
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007R573,8,100.0,M 6,7.4,5.1,6.0,156.0,GO,D,+ 200
MERCEDES-BENZ,E 300 CDI STATION WAGON BVA7 FAP,M10MCDVP007R985,12,150.0,A 7,8.9,5.9,7.0,185.0,GO,E,+ 750
MERCEDES-BENZ,E 300 CDI STATION WAGON BVA7 FAP,M10MCDVP007R986,13,150.0,A 7,9.1,6.1,7.2,191.0,GO,E,+ 750
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S017,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S053,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S089,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S114,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S150,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S186,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S211,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007S247,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007S283,10,125.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007S308,12,150.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007S344,15,170.0,A 7,9.5,6.5,7.7,203.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007S405,10,125.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVA5 FAP,M10MCDVP007S441,12,150.0,A 5,8.2,4.9,6.2,162.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007S477,9,120.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007S538,9,120.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007S574,8,100.0,M 6,7.3,4.9,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 300 CDI STATION WAGON BVA7 FAP,M10MCDVP007S987,13,150.0,A 7,9.4,6.0,7.3,192.0,GO,E,+ 750
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T018,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T054,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T090,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T115,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T151,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T187,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T212,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007T248,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007T284,10,125.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007T309,12,150.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007T345,15,170.0,A 7,9.4,6.4,7.6,200.0,GO,E,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007T406,10,125.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVA5 FAP,M10MCDVP007T442,12,150.0,A 5,8.4,4.9,6.2,163.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007T478,9,120.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007T539,9,120.0,A 5,8.1,4.9,6.1,159.0,GO,D,+ 200
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007T575,8,100.0,M 6,7.4,5.1,6.0,155.0,GO,D,-
MERCEDES-BENZ,E 300 CDI STATION WAGON BVA7 FAP,M10MCDVP007T988,12,150.0,A 7,8.9,5.9,7.0,185.0,GO,E,+ 750
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U019,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U055,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U091,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U116,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U152,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U188,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U213,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007U249,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007U285,10,125.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007U310,12,150.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007U346,15,170.0,A 7,9.5,6.5,7.7,203.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007U407,10,125.0,A 5,8.1,4.9,6.1,159.0,GO,D,+ 200
MERCEDES-BENZ,E 350 CDI STATION WAGON BVA7 FAP,M10MCDVP007U443,14,170.0,A 7,8.9,5.9,7.0,185.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007U479,9,120.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007U540,9,120.0,A 5,8.2,4.9,6.2,162.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007U576,8,100.0,M 6,7.4,5.1,6.0,156.0,GO,D,+ 200
MERCEDES-BENZ,E 300 CDI STATION WAGON BVA7 FAP,M10MCDVP007U989,13,150.0,A 7,9.1,6.1,7.2,191.0,GO,E,+ 750
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V020,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V056,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V092,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V117,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V153,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V189,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V214,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007V250,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007V286,10,125.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007V311,12,150.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007V347,15,170.0,A 7,9.4,6.4,7.6,200.0,GO,E,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007V408,10,125.0,A 5,8.2,4.9,6.2,162.0,GO,E,+ 750
MERCEDES-BENZ,E 350 CDI STATION WAGON BVA7 FAP,M10MCDVP007V444,14,170.0,A 7,9.1,6.1,7.2,191.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007V480,9,120.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007V541,9,120.0,A 5,8.4,4.9,6.2,163.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007V577,8,100.0,M 6,7.3,4.9,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 300 CDI STATION WAGON BVA7 FAP,M10MCDVP007V990,13,150.0,A 7,9.4,6.0,7.3,192.0,GO,E,+ 750
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W021,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W057,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W093,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W118,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W154,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W190,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W215,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007W251,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007W287,10,125.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007W312,12,150.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007W348,15,170.0,A 7,9.5,6.5,7.7,203.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007W409,10,125.0,A 5,8.4,4.9,6.2,163.0,GO,E,+ 750
MERCEDES-BENZ,E 350 CDI STATION WAGON BVA7 FAP,M10MCDVP007W445,14,170.0,A 7,9.4,6.0,7.3,192.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007W481,9,120.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007W542,9,120.0,A 5,8.2,5.0,6.2,161.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007W578,8,100.0,M 6,7.4,5.1,6.0,155.0,GO,D,-
MERCEDES-BENZ,E 300 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007W991,13,150.0,A 7,9.4,6.4,7.6,200.0,GO,E,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X022,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X058,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X094,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X119,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X155,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X191,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X216,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007X252,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007X288,10,125.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007X313,12,150.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007X349,15,170.0,A 7,9.4,6.4,7.6,200.0,GO,E,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007X410,10,125.0,A 5,8.1,4.9,6.1,159.0,GO,D,+ 200
MERCEDES-BENZ,E 350 CDI STATION WAGON BVA7 FAP,M10MCDVP007X446,14,170.0,A 7,8.9,5.9,7.0,185.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007X482,9,120.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007X543,9,120.0,A 5,8.1,4.9,6.1,159.0,GO,D,+ 200
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007X579,8,100.0,M 6,7.4,5.1,6.0,156.0,GO,D,+ 200
MERCEDES-BENZ,E 300 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007X992,13,150.0,A 7,9.5,6.5,7.7,203.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y023,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y059,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y095,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y120,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y156,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y192,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y217,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Y253,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007Y289,10,125.0,M 6,7.4,4.7,5.7,150.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007Y314,12,150.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 350 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007Y350,15,170.0,A 7,9.5,6.5,7.7,203.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007Y411,10,125.0,A 5,8.2,4.9,6.2,162.0,GO,E,+ 750
MERCEDES-BENZ,E 350 CDI STATION WAGON BVA7 FAP,M10MCDVP007Y447,14,170.0,A 7,9.1,6.1,7.2,191.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007Y483,9,120.0,A 5,8.1,4.9,6.1,159.0,GO,D,+ 200
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007Y544,9,120.0,A 5,8.2,4.9,6.2,162.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007Y580,8,100.0,M 6,7.3,4.9,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 300 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007Y993,13,150.0,A 7,9.4,6.4,7.6,200.0,GO,E,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z024,10,110.0,M 6,11.1,7.1,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z060,10,110.0,M 6,10.5,6.7,8.1,215.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z096,10,110.0,M 6,10.6,6.9,8.2,218.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z121,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z157,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z193,10,110.0,A 5,11.4,7.0,8.6,229.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z218,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,VIANO 2.2 CDI,M10MCDVP007Z254,10,110.0,A 5,11.4,7.0,8.7,231.0,GO,F,+ 1600
MERCEDES-BENZ,E 220 CDI STATION WAGON BVM6 FAP,M10MCDVP007Z290,10,125.0,M 6,7.5,4.8,5.8,152.0,GO,D,-
MERCEDES-BENZ,E 250 CDI STATION WAGON BVM6 FAP,M10MCDVP007Z315,12,150.0,M 6,7.5,4.9,5.8,153.0,GO,D,-
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007Z412,10,125.0,A 5,8.4,4.9,6.2,163.0,GO,E,+ 750
MERCEDES-BENZ,E 350 CDI STATION WAGON BVA7 FAP,M10MCDVP007Z448,14,170.0,A 7,9.4,6.0,7.3,192.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007Z484,9,120.0,A 5,8.2,4.9,6.2,162.0,GO,E,+ 750
MERCEDES-BENZ,E 220 CDI STATION WAGON BVA5 FAP,M10MCDVP007Z545,9,120.0,A 5,8.4,4.9,6.2,163.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI STATION WAGON BVM6 FAP,M10MCDVP007Z581,8,100.0,M 6,7.4,5.1,6.0,155.0,GO,D,-
MERCEDES-BENZ,E 300 CDI 4MATIC STATION WAGON BVA7 FAP,M10MCDVP007Z994,13,150.0,A 7,9.5,6.5,7.7,203.0,GO,F,+ 1600
MERCEDES-BENZ,E 200 CDI BERLINE BVM6 FAP,M10MCDVP0080024,8,100.0,M 6,6.8,4.7,5.5,145.0,GO,D,-
MERCEDES-BENZ,E 200 CDI BERLINE BVA5 FAP,M10MCDVP0080060,8,100.0,A 5,7.4,5.0,5.9,153.0,GO,D,-
MERCEDES-BENZ,E 220 CDI BERLINE BVM6 FAP,M10MCDVP0080096,9,125.0,M 6,7.0,4.6,5.5,144.0,GO,D,-
MERCEDES-BENZ,E 220 CDI BERLINE BVA5 FAP,M10MCDVP0080121,10,125.0,A 5,7.8,4.4,5.8,154.0,GO,D,-
MERCEDES-BENZ,E 250 CDI BERLINE BVM6 FAP,M10MCDVP0080157,11,150.0,M 6,6.9,4.4,5.3,139.0,GO,C,-
MERCEDES-BENZ,E 220 CDI BERLINE BVM6 FAP,M10MCDVP0080193,9,120.0,M 6,6.9,4.4,5.3,139.0,GO,C,-
MERCEDES-BENZ,E 250 CDI BERLINE BVA5 FAP,M10MCDVP0080218,9,120.0,A 5,7.9,4.5,5.9,156.0,GO,D,+ 200
MERCEDES-BENZ,E 350 CDI BERLINE 4MATIC BVA7 FAP,M10MCDVP0080254,14,170.0,A 7,9.2,6.0,7.2,188.0,GO,E,+ 750
MERCEDES-BENZ,E 350 BLUETEC BERLINE BVA7 FAP,M10MCDVP0080387,13,155.0,A 7,9.9,5.4,7.0,184.0,GO,E,+ 750
MERCEDES-BENZ,C 200 CDI STATION WAGON BVM6 FAP,M10MCDVP0080448,8,100.0,M 6,7.4,5.1,5.9,155.0,GO,D,-
MERCEDES-BENZ,C 220 CDI STATION WAGON BVA5 FAP,M10MCDVP0080509,10,125.0,A 5,8.3,4.8,6.1,160.0,GO,D,+ 200
MERCEDES-BENZ,C 220 CDI BERLINE BVM6 FAP,M10MCDVP0080545,9,125.0,M 6,6.7,4.6,5.4,143.0,GO,D,-
MERCEDES-BENZ,C 300 CDI BERLINE 4MATIC BVA7 FAP,M10MCDVP0080581,12,150.0,A 7,9.1,5.9,7.0,185.0,GO,E,+ 750
MERCEDES-BENZ,E 250 CDI BVA5 FAP,M10MCDVP0080678,12,150.0,A 5,8.5,5.0,6.3,165.0,GO,E,+ 750
MERCEDES-BENZ,GLK 220 CDI 4MATIC BVA7 FAP,M10MCDVP0080739,10,120.0,A 7,8.3,5.7,6.6,174.0,GO,E,+ 750
MERCEDES-BENZ,GLK 350 CDI 4MATIC BVA7 FAP,M10MCDVP0080775,15,165.0,A 7,10.7,7.0,8.4,220.0,GO,F,+ 1600
MERCEDES-BENZ,E 200 CDI BERLINE BVM6 FAP,M10MCDVP0081025,7,100.0,M 6,6.6,4.4,5.2,137.0,GO,C,-
MERCEDES-BENZ,E 200 CDI BERLINE BVA5 FAP,M10MCDVP0081061,8,100.0,A 5,7.0,4.6,5.5,145.0,GO,D,-
MERCEDES-BENZ,E 220 CDI BERLINE BVA5 FAP,M10MCDVP0081122,10,125.0,A 5,7.9,4.5,5.9,156.0,GO,D,+ 200
MERCEDES-BENZ,E 250 CDI BERLINE BVM6 FAP,M10MCDVP0081158,11,150.0,M 6,7.0,4.5,5.4,142.0,GO,D,-
MERCEDES-BENZ,E 250 CDI BERLINE BVA5 FAP,M10MCDVP0081219,9,120.0,A 5,8.0,4.7,6.0,159.0,GO,D,+ 200
MERCEDES-BENZ,E 300 CDI BERLINE BVA7 FAP,M10MCDVP0081255,12,150.0,A 7,8.9,5.5,6.8,179.0,GO,E,+ 750
MERCEDES-BENZ,C 200 CDI STATION WAGON BVA5 FAP,M10MCDVP0081449,8,100.0,A 5,7.7,4.7,5.8,153.0,GO,D,-
MERCEDES-BENZ,C 220 CDI STATION WAGON BVA5 FAP,M10MCDVP0081510,10,125.0,A 5,8.5,5.0,6.3,166.0,GO,E,+ 750
MERCEDES-BENZ,C 220 CDI BERLINE BVA5 FAP,M10MCDVP0081546,10,125.0,A 5,8.1,4.4,5.8,153.0,GO,D,-
MERCEDES-BENZ,GLK 220 CDI 4MATIC BVA7 FAP,M10MCDVP0081740,10,120.0,A 7,8.4,5.8,6.7,177.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI BERLINE BVM6 FAP,M10MCDVP0082026,7,100.0,M 6,6.7,4.5,5.3,140.0,GO,C,-
MERCEDES-BENZ,E 200 CDI BERLINE BVA5 FAP,M10MCDVP0082062,8,100.0,A 5,7.2,4.8,5.7,149.0,GO,D,-
MERCEDES-BENZ,E 220 CDI BERLINE BVA5 FAP,M10MCDVP0082123,10,125.0,A 5,8.0,4.7,6.0,159.0,GO,D,+ 200
MERCEDES-BENZ,E 250 CDI BERLINE BVM6 FAP,M10MCDVP0082159,11,150.0,M 6,7.0,4.6,5.5,144.0,GO,D,-
MERCEDES-BENZ,E 250 CDI BERLINE BVA5 FAP,M10MCDVP0082220,9,120.0,A 5,7.8,4.4,5.8,154.0,GO,D,-
MERCEDES-BENZ,E 300 CDI BERLINE BVA7 FAP,M10MCDVP0082256,12,150.0,A 7,9.0,5.6,6.9,181.0,GO,E,+ 750
MERCEDES-BENZ,C 200 CDI STATION WAGON BVA5 FAP,M10MCDVP0082450,8,100.0,A 5,7.8,4.9,5.9,156.0,GO,D,+ 200
MERCEDES-BENZ,C 220 CDI STATION WAGON BVA5 FAP,M10MCDVP0082511,10,125.0,A 5,8.8,5.2,6.5,171.0,GO,E,+ 750
MERCEDES-BENZ,C 220 CDI BERLINE BVA5 FAP,M10MCDVP0082547,10,125.0,A 5,8.2,4.6,6.0,156.0,GO,D,+ 200
MERCEDES-BENZ,GLK 220 CDI 4MATIC BVA7 FAP,M10MCDVP0082741,10,120.0,A 7,8.6,5.9,6.9,182.0,GO,E,+ 750
MERCEDES-BENZ,E 200 CDI BERLINE BVM6 FAP,M10MCDVP0083027,8,100.0,M 6,6.8,4.7,5.5,145.0,GO,D,-
MERCEDES-BENZ,E 200 CDI BERLINE BVA5 FAP,M10MCDVP0083063,8,100.0,A 5,7.4,5.0,5.9,153.0,GO,D,-
MERCEDES-BENZ,E 220 CDI BERLINE BVA5 FAP,M10MCDVP0083124,10,125.0,A 5,7.8,4.4,5.8,154.0,GO,D,-
