marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie
TOYOTA,AYGO 3P 1.0 VVT-i,MJT1071VK116,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.0 VVT-i,MJT1071VL117,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.0 VVT-i MultiMode,MJT3061V5265,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.0 VVT-i MultiMode,MJT3061VA586,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.0 VVT-i MultiMode,MJT3061VC103,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.0 VVT-i MultiMode,MJT3071VD491,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.0 VVT-i MultiMode,MJT3071VP115,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 3P 1.4 D,MJT5061VT283,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 3P 1.4 D,MJT5061VY604,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 3P 1.4 D,MJT5071V1509,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 3P 1.4 D,MJT5071VD133,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1062VB275,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1062VC276,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1062VG596,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1062VH597,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1062VJ113,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1062VJ114,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1072VJ501,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1072VK502,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1072VV125,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i,MJT1072VW126,4,50.0,M 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i MultiMode,MJT3062VG274,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i MultiMode,MJT3062VL595,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i MultiMode,MJT3062VN112,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i MultiMode,MJT3072V0124,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.0 VVT-i MultiMode,MJT3072VP500,4,50.0,A 5,5.5,4.1,4.6,109,ES,B
TOYOTA,AYGO 5P 1.4 D,MJT5062V3607,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 5P 1.4 D,MJT5062VY286,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 5P 1.4 D,MJT5072V6512,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,AYGO 5P 1.4 D,MJT5072VJ136,3,40.0,M 5,5.3,3.4,4.1,109,GO,B
TOYOTA,COROLLA 3P (100ch) VVT-i,MJT1361EE813,6,71.0,M 5,8.4,5.7,6.7,159,ES,D
TOYOTA,COROLLA 3P (100ch) VVT-i,MJT1361EF814,6,71.0,M 5,8.4,5.7,6.7,159,ES,D
TOYOTA,COROLLA 3P (110ch) VVT-i,MJT1461EZ824,7,81.0,M 5,9.0,5.9,7.0,168,ES,E
TOYOTA,COROLLA 3P (110ch) VVT-i BVA4,MJT3461E6825,7,81.0,A 4,10.6,6.4,7.9,190,ES,E
TOYOTA,COROLLA 3P (115ch) D-4D,MJT5461EE791,7,85.0,M 5,7.2,4.7,5.6,149,GO,D
TOYOTA,COROLLA 3P (115ch) D-4D,MJT5461EF792,7,85.0,M 5,7.3,4.8,5.7,151,GO,D
TOYOTA,COROLLA 3P (90ch) D-4D,MJT5261E4801,5,66.0,M 5,5.8,4.3,4.8,128,GO,C
TOYOTA,COROLLA 3P (90ch) D-4D,MJT5261E5802,5,66.0,M 5,5.8,4.3,4.8,128,GO,C
TOYOTA,COROLLA 3P (90ch) D-4D MultiMode,MJT7261E9800,5,66.0,A 5,5.6,4.3,4.8,126,GO,C
TOYOTA,COROLLA 5P (100ch) VVT-i,MJT1362EK817,6,71.0,M 5,8.4,5.7,6.7,159,ES,D
TOYOTA,COROLLA 5P (100ch) VVT-i,MJT1362EL818,6,71.0,M 5,8.4,5.7,6.7,159,ES,D
TOYOTA,COROLLA 5P (110ch) VVT-i,MJT1462E8831,7,81.0,M 5,9.0,5.9,7.0,168,ES,E
TOYOTA,COROLLA 5P (110ch) VVT-i BVA4,MJT3462EG833,7,81.0,A 4,10.6,6.4,7.9,190,ES,E
TOYOTA,COROLLA 5P (115ch) D-4D,MJT5462EJ793,7,85.0,M 5,7.3,4.8,5.7,151,GO,D
TOYOTA,COROLLA 5P (115ch) D-4D,MJT5462EJ794,7,85.0,M 5,7.3,4.8,5.7,151,GO,D
TOYOTA,COROLLA 5P (90ch) D-4D,MJT5262EC807,5,66.0,M 5,5.8,4.3,4.8,128,GO,C
TOYOTA,COROLLA 5P (90ch) D-4D,MJT5262ED808,5,66.0,M 5,5.8,4.3,4.8,128,GO,C
TOYOTA,COROLLA 5P (90ch) D-4D MultiMode,MJT7262EH806,5,66.0,A 5,5.6,4.3,4.8,126,GO,C
TOYOTA,COROLLA BREAK (115ch) D-4D,MJT5464EZ612,7,85.0,M 5,7.3,4.9,5.7,152,GO,D
TOYOTA,COROLLA BREAK (90ch) D-4D,MJT5264EN620,5,66.0,M 5,5.8,4.3,4.8,128,GO,C
TOYOTA,COROLLA VERSO (110ch) VVT-i 5PL,MJT1464E4690,7,81.0,M 5,9.5,6.4,7.5,178,ES,E
TOYOTA,COROLLA VERSO (110ch) VVT-i 5PL,MJT1464E5691,7,81.0,M 5,9.5,6.4,7.5,178,ES,E
TOYOTA,COROLLA VERSO (110ch) VVT-i 7PL,MJT1462EU684,7,81.0,M 5,9.5,6.4,7.5,178,ES,E
TOYOTA,COROLLA VERSO (110ch) VVT-i 7PL,MJT1462EV685,7,81.0,M 5,9.5,6.4,7.5,178,ES,E
TOYOTA,COROLLA VERSO (130ch) VVT-i 5PL,MJT1564EU706,8,95.0,M 5,9.9,6.5,7.7,184,ES,E
TOYOTA,COROLLA VERSO (130ch) VVT-i 7PL,MJT1562EH697,8,95.0,M 5,9.9,6.5,7.7,184,ES,E
TOYOTA,COROLLA VERSO (130ch) VVT-i MultiMode 7PL,MJT3562EL695,8,95.0,A 5,9.4,6.4,7.5,179,ES,E
TOYOTA,COROLLA VERSO (136ch) D-4D BVM6 5PL,MJT5564EG680,8,100.0,M 6,8.0,5.3,6.3,167,GO,E
TOYOTA,COROLLA VERSO (136ch) D-4D BVM6 5PL,MJT5564EH681,8,100.0,M 6,8.0,5.3,6.3,167,GO,E
TOYOTA,COROLLA VERSO (136ch) D-4D BVM6 7PL,MJT5562EU673,8,100.0,M 6,8.0,5.3,6.3,167,GO,E
TOYOTA,COROLLA VERSO (136ch) D-4D BVM6 7PL,MJT5562EV674,8,100.0,M 6,8.1,5.4,6.4,170,GO,E
TOYOTA,COROLLA VERSO (177ch) D-4D BVM6 5PL,MJT5764EZ679,10,130.0,M 6,8.3,5.7,6.6,175,GO,E
TOYOTA,COROLLA VERSO (177ch) D-4D BVM6 7PL,MJT5762EB670,11,130.0,M 6,8.5,5.8,6.8,178,GO,E
TOYOTA,HI ACE (117ch) D-4D 8PL,MJT5473FF240,8,86.0,M 5,10.8,7.1,8.5,224,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVA5,MJT8754UN837,11,122.0,A 5,11.4,7.5,8.9,240,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVA5,MJT8764UL446,11,122.0,A 5,11.4,7.5,8.9,240,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVA5,MJT8764UM447,11,122.0,A 5,11.4,7.5,8.9,240,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVA5,MJT8764UN448,11,122.0,A 5,11.4,7.5,8.9,240,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVA5,MJT8764UP449,11,122.0,A 5,11.4,7.5,8.9,240,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVM6,MJT6754U8839,11,122.0,M 6,11.0,7.9,9.0,242,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVM6,MJT6754UA841,11,122.0,M 6,11.0,7.9,9.0,242,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVM6,MJT6764U8450,11,122.0,M 6,11.0,7.9,9.0,242,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVM6,MJT6764U9451,11,122.0,M 6,11.0,7.9,9.0,242,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVM6,MJT6764UA452,11,122.0,M 6,11.0,7.9,9.0,242,GO,F
TOYOTA,LAND CRUISER 3P (165ch) D-4D BVM6,MJT6764UB453,11,122.0,M 6,11.0,7.9,9.0,242,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVA5,MJT8774UL215,12,127.0,A 5,11.4,7.5,8.9,236,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVA5,MJT8774UM216,12,127.0,A 5,11.4,7.5,8.9,236,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVA5,MJT8774UN217,12,127.0,A 5,11.4,7.5,8.9,236,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVA5,MJT8774UP218,12,127.0,A 5,11.4,7.5,8.9,236,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVM6,MJT6774U8219,12,127.0,M 6,11.1,7.9,9.1,240,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVM6,MJT6774U9220,12,127.0,M 6,11.1,7.9,9.1,240,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVM6,MJT6774UA221,12,127.0,M 6,11.1,7.9,9.1,240,GO,F
TOYOTA,LAND CRUISER 3P (173ch) D-4D BVM6,MJT6774UB222,12,127.0,M 6,11.1,7.9,9.1,240,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8754UZ777,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764U9398,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UA399,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UB400,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UC401,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UD402,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UE403,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UF404,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 5PL,MJT8764UG405,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVA5 8PL,MJT8754UZ813,11,122.0,A 5,11.6,7.5,9.0,243,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6754UK779,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6764U0406,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6764U1407,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6764U2408,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6764U3409,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6764U4410,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6,MJT6764U5411,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6 5PL,MJT6754UM781,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6 5PL,MJT6764U6412,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6 8PL,MJT6754UM817,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (165ch) D-4D BVM6 8PL,MJT6764U7413,11,122.0,M 6,11.1,7.9,9.1,244,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774U0169,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774U1170,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774U2171,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774U3172,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774U4173,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774U5174,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774UY167,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVA5 5PL,MJT8774UZ168,12,127.0,A 5,11.5,7.5,9.0,238,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UP175,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UQ176,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UR177,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774US178,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UT179,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UU180,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UV181,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER 5P (173ch) D-4D BVM6,MJT6774UW182,12,127.0,M 6,11.2,8.0,9.2,243,GO,F
TOYOTA,LAND CRUISER SW TD 7PL,MJT6844QJ833,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD 7PL,MJT6864Q0292,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD 7PL,MJT6864QH309,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD 7PL,MJT6864QJ310,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD 7PL,MJT6864QK991,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD 7PL,MJT6864QL992,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD 7PL,MJT6864QZ291,15,150.0,M 5,14.1,9.3,11.1,292,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8844QQ835,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8864QL307,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8864QM308,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8864QP989,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8864QP990,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8864QS289,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW TD BVA5,MJT8864QT290,15,150.0,A 5,13.4,9.0,10.6,282,GO,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4944QW843,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4964QD301,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4964QE302,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4964QV319,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4964QW320,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4974Q5001,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,LAND CRUISER SW V8 BVA5,MJT4974Q6002,19,175.0,A 5,21.5,13.4,16.3,387,ES,G
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6562BJ564,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6562BJ565,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6562BT866,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6562BU867,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6572B0484,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6572BY482,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (136ch) D-4D,MJT6572BZ483,8,100.0,M 6,8.1,5.6,6.6,173,GO,E
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762B2540,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762B3541,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762B4542,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762B5543,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762BD842,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762BE843,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762BF844,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2762BG845,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2772B0440,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2772B1441,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2772B2442,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2772BX437,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2772BY438,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i,MJT2772BZ439,10,112.0,M 5,11.0,7.2,8.6,202,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i BVA4,MJT4762BC544,10,112.0,A 4,11.6,7.4,9.0,212,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i BVA4,MJT4762BN846,10,112.0,A 4,11.6,7.4,9.0,212,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i BVA5,MJT4772B9443,10,112.0,A 4,11.6,7.4,9.0,212,ES,F
TOYOTA,Nouveau RAV4 (152ch) VVT-i BVA6,MJT4772BA444,10,112.0,A 4,11.6,7.4,9.0,212,ES,F
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6762B7860,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6762B8861,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6762BW558,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6762BX559,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6772B9473,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6772BA474,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,Nouveau RAV4 (177ch) D-4D Clean Power,MJT6772BB475,11,130.0,M 6,8.4,6.1,7.0,185,GO,E
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1161RD977,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1161RE978,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1161RG470,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1161RH471,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1161RT483,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1161RU484,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1171RG275,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1171RG627,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1171RH276,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i,MJT1171RH628,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i MultiMode,MJT3161RY482,4,51.0,A 5,6.0,4.9,5.3,125,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.0 VVT-i MultiMode,MJT3171RL626,4,51.0,A 5,6.0,4.9,5.3,125,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1261RF520,5,64.0,M 5,7.2,5.3,6.0,141,ES,D
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1261RG521,5,64.0,M 5,7.2,5.3,6.0,141,ES,D
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1271RR664,5,64.0,M 5,7.2,5.3,6.0,141,ES,D
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i,MJT1271RT666,5,64.0,M 5,7.2,5.3,6.0,141,ES,D
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i MultiMode,MJT3261RK519,5,64.0,A 5,6.7,5.3,5.8,136,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.3 VVT-i MultiMode,MJT3271RW663,5,64.0,A 5,6.7,5.3,5.8,136,ES,C
TOYOTA,NOUVELLE YARIS 3P 1.4 D-4D,MJT5261R9502,5,66.0,M 5,5.4,4.0,4.5,119,GO,B
TOYOTA,NOUVELLE YARIS 3P 1.4 D-4D,MJT5261RA503,5,66.0,M 5,5.4,4.0,4.5,119,GO,B
TOYOTA,NOUVELLE YARIS 3P 1.4 D-4D,MJT5271RL646,5,66.0,M 5,5.4,4.0,4.5,119,GO,B
TOYOTA,NOUVELLE YARIS 3P 1.4 D-4D,MJT5271RM647,5,66.0,M 5,5.4,4.0,4.5,119,GO,B
TOYOTA,NOUVELLE YARIS 3P 1.4 D-4D MultiMode,MJT7261RE501,5,66.0,A 5,5.4,4.0,4.5,119,GO,B
TOYOTA,NOUVELLE YARIS 3P 1.4 D-4D MultiMode,MJT7271RQ645,5,66.0,A 5,5.4,4.0,4.5,119,GO,B
TOYOTA,NOUVELLE YARIS 3P 1.8 VVT-i,MJT1571RW287,8,98.0,M 5,9.2,6.0,7.2,170,ES,E
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1162RG493,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1162RH494,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1162RL983,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1162RM984,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1162RP476,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1162RP477,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
TOYOTA,NOUVELLE YARIS 5P 1.0 VVT-i,MJT1172RP281,4,51.0,M 5,6.4,4.9,5.4,127,ES,C
