marque,modele_version,cnit,puissance_fiscale,puissance_reelle,bv,urb,ex-urb,mixte,co2,carburant,etiquette_energie
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BRV23,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BRV32,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BSJ99,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BSO94,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BST17,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BSV24,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BSV33,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BTO86,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BTO95,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BTT18,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BTV25,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BUM98,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BUO87,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BUO96,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BUT19,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BUV26,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BVM99,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BVO88,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BVO97,8,80.0,M 6,11.8,7.7,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BVV27,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BWO89,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BWV28,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BXV29,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BYQ98,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BZQ99,8,80.0,M 6,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BSX40,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BTX41,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BUX42,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BVX43,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B5D00,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B6D01,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B7D02,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B8D03,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B8G00,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B9G01,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BAG02,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BBG03,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BBJ00,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BCJ01,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BDJ02,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BEJ03,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BGM10,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BHM11,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BJK42,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BJM12,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BJM13,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BKK43,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BPU20,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BQU21,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BRS06,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BSS07,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BSW30,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BTS08,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BTW31,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUN86,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUS09,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUW32,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BVN87,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BVP94,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BVW33,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWN88,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWP95,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWU18,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BXN89,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BXP96,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BXU19,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BYP97,8,80.0,A 5,11.6,7.8,9.2,245,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53C3BRW60,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53C3BSW61,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53C3BTW62,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53C3BUW63,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3B6C04,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3B7C05,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3B8C06,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3B9C07,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3B9F04,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BAF05,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BBF06,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BCF07,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BCI04,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BDI05,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BEI06,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53D3BFI07,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BDK02,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BEK03,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BFL30,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BGL31,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BGP00,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BHL32,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BHP01,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BJL33,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BJR10,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BKN06,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BKR11,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BLN07,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BLR12,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BMN08,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BMR13,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BNN09,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BPT22,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BPT23,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BQT24,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BRT25,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BTV34,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BUV35,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BVV36,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BWO98,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BWV37,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB53E3BXO99,9,80.0,M 6,11.9,7.8,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BRX30,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BSX31,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BWX44,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BXX45,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BYX28,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BYX46,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BZX29,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BZX47,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3B9D04,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BAD05,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BBD06,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BCD07,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BCG04,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BDG05,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BEG06,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BFG07,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BFJ04,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BGC84,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BGJ05,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BHC85,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BHJ06,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJC86,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJC87,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJF84,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJJ07,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BKF85,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BLF86,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BMF87,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BMI84,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BNI85,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BPI86,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BPI87,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3B0P99,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BFM00,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BGM01,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BJQ00,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BKM14,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BKQ01,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BLK44,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BLM15,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BMK36,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BMK45,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BMM16,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BMS10,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BNK37,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BNM17,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BNS11,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BPN90,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BPS12,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BPS13,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BPU02,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BQN91,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BQP80,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BQU03,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BRN74,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BRN92,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BRP81,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BRU04,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BRU22,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BSN75,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BSN93,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BSU05,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BSU23,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BTN76,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BTR90,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BTU24,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUN77,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUR91,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUU25,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BUW14,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BVL98,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BVR92,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BVW15,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWL99,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWR93,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWW16,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BWW34,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BXP78,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BXW17,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BXW35,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BYP79,9,80.0,A 5,11.5,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BYW36,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BZP98,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3BZW37,9,80.0,A 5,11.7,7.9,9.3,247,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BTX32,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BUX33,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BVX34,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73C3BWX35,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BDC90,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BEC91,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BFC92,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BGC93,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BGF90,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BHC94,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BHF91,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJC95,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJF92,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJF93,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BJI90,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BKC88,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BKF94,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BKI91,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BLC89,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BLF95,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BLI92,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BMI93,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BNF88,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BNI94,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BPF89,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BPI95,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BQI88,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73D3BRI89,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3B0R97,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3B1R98,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
MERCEDES-BENZ,311 EMPAT 32,MMB73E3B2R99,9,80.0,A 5,11.6,8.1,9.4,250,GO,F
